;DT;RV1;RV5;BPV1;BPV5;medRV1;medRV5;RK1;RK5;RQ1;RQ5;medRQ1;medRQ5;CLOSE
733;06/12/2016;9.69E-06;9.49E-06;8.77E-06;8.46E-06;8.56E-06;8.66E-06;8.95E-06;8.79E-06;0.020249759;0.022295628;0.01584803;0.01584803;221.69
734;07/12/2016;1.77E-05;2.22E-05;1.62E-05;1.82E-05;1.49E-05;1.86E-05;1.71E-05;2.54E-05;0.036905601;0.044981292;0.031306373;0.031306373;224.57
735;08/12/2016;2.08E-05;1.77E-05;2.03E-05;1.88E-05;1.92E-05;1.82E-05;1.99E-05;1.43E-05;0.038363787;0.029039375;0.033091786;0.033091786;225.14
736;09/12/2016;9.46E-06;8.72E-06;9.47E-06;8.95E-06;8.93E-06;1.01E-05;8.24E-06;8.09E-06;0.018086527;0.014613026;0.018629883;0.018629883;226.49
737;12/12/2016;1.41E-05;1.52E-05;1.39E-05;1.46E-05;1.46E-05;1.71E-05;1.10E-05;1.31E-05;0.026104358;0.025321024;0.027348356;0.027348356;226.22
738;13/12/2016;1.57E-05;1.49E-05;1.60E-05;1.41E-05;1.61E-05;1.33E-05;1.63E-05;1.66E-05;0.029517517;0.030574706;0.031431516;0.031431516;227.71
739;14/12/2016;5.41E-05;7.51E-05;5.56E-05;6.65E-05;5.60E-05;5.80E-05;7.90E-05;7.86E-05;0.142296262;0.189445054;0.156242099;0.156242099;225.92
740;15/12/2016;3.15E-05;2.78E-05;3.09E-05;2.79E-05;2.83E-05;3.52E-05;2.96E-05;2.76E-05;0.070196598;0.043930267;0.046898706;0.046898706;226.77
741;16/12/2016;1.81E-05;2.13E-05;1.60E-05;1.99E-05;1.64E-05;1.97E-05;2.19E-05;1.66E-05;0.036688419;0.036667767;0.034045146;0.034045146;225.07
742;19/12/2016;1.49E-05;9.96E-06;1.29E-05;1.07E-05;1.18E-05;1.11E-05;1.19E-05;1.31E-05;0.049759705;0.01729529;0.023133826;0.023133826;225.49
743;20/12/2016;8.23E-06;7.72E-06;8.13E-06;6.59E-06;8.12E-06;5.59E-06;6.27E-06;6.92E-06;0.020289066;0.015905986;0.01899302;0.01899302;226.37
744;21/12/2016;5.54E-06;4.49E-06;4.86E-06;4.55E-06;5.24E-06;4.75E-06;4.85E-06;3.16E-06;0.013131197;0.01000686;0.01255664;0.01255664;225.81
745;22/12/2016;8.96E-06;6.43E-06;7.35E-06;5.67E-06;7.02E-06;4.89E-06;8.26E-06;7.79E-06;0.025911917;0.013490811;0.013672615;0.013672615;225.43
746;23/12/2016;3.50E-06;2.79E-06;3.34E-06;3.35E-06;3.44E-06;3.19E-06;2.30E-06;1.44E-06;0.006864874;0.004843691;0.007143418;0.007143418;225.69
747;27/12/2016;4.59E-06;5.28E-06;4.25E-06;3.68E-06;4.42E-06;3.85E-06;5.18E-06;5.65E-06;0.011681266;0.016076985;0.014975221;0.014975221;226.24
748;28/12/2016;1.25E-05;1.36E-05;1.16E-05;1.29E-05;1.05E-05;1.46E-05;1.43E-05;2.08E-05;0.025417852;0.026845674;0.018897615;0.018897615;224.43
749;29/12/2016;1.03E-05;1.06E-05;1.06E-05;9.50E-06;1.01E-05;9.26E-06;1.05E-05;1.31E-05;0.018328907;0.021656759;0.018068445;0.018068445;224.37
750;30/12/2016;2.14E-05;2.72E-05;2.15E-05;1.80E-05;2.25E-05;1.40E-05;2.00E-05;3.30E-05;0.04791297;0.07533485;0.05850216;0.05850216;223.55
751;03/01/2017;2.60E-05;3.09E-05;2.19E-05;3.09E-05;2.05E-05;2.76E-05;2.86E-05;3.02E-05;0.066157265;0.066662677;0.03689217;0.03689217;225.19
752;04/01/2017;1.49E-05;1.40E-05;1.20E-05;1.01E-05;1.02E-05;9.61E-06;1.13E-05;8.24E-06;0.061444027;0.043670722;0.025452861;0.025452861;226.53
753;05/01/2017;1.33E-05;1.22E-05;1.25E-05;8.50E-06;1.34E-05;6.91E-06;1.26E-05;1.05E-05;0.026671412;0.030693858;0.028395031;0.028395031;226.36
754;06/01/2017;1.44E-05;1.45E-05;1.36E-05;1.20E-05;1.39E-05;9.94E-06;1.91E-05;1.78E-05;0.030424054;0.029990341;0.034162436;0.034162436;227.24
755;09/01/2017;1.07E-05;8.56E-06;1.01E-05;7.58E-06;1.04E-05;7.07E-06;1.02E-05;6.68E-06;0.023353594;0.019397567;0.022867879;0.022867879;226.49
756;10/01/2017;1.05E-05;1.30E-05;9.66E-06;1.05E-05;8.91E-06;1.04E-05;1.32E-05;1.30E-05;0.02868197;0.025646234;0.019171302;0.019171302;226.43
757;11/01/2017;4.03E-05;3.08E-05;3.80E-05;2.95E-05;3.30E-05;3.12E-05;3.70E-05;3.25E-05;0.091580022;0.056412837;0.069407368;0.069407368;227.06
758;12/01/2017;2.20E-05;2.23E-05;2.08E-05;2.14E-05;2.10E-05;1.89E-05;2.16E-05;2.35E-05;0.043357029;0.043471197;0.038485725;0.038485725;226.57
759;13/01/2017;1.19E-05;8.61E-06;1.05E-05;4.26E-06;1.01E-05;5.74E-06;9.54E-06;8.65E-06;0.025289211;0.024840195;0.018458501;0.018458501;227.03
760;17/01/2017;1.34E-05;9.07E-06;1.26E-05;7.94E-06;1.18E-05;7.86E-06;1.32E-05;9.98E-06;0.025738247;0.019076224;0.022277137;0.022277137;226.29
761;18/01/2017;1.30E-05;1.18E-05;1.18E-05;8.29E-06;1.29E-05;7.46E-06;1.45E-05;8.06E-06;0.028625361;0.029796624;0.034063433;0.034063433;226.74
762;19/01/2017;1.59E-05;1.56E-05;1.47E-05;1.26E-05;1.31E-05;9.18E-06;1.36E-05;1.36E-05;0.043329377;0.041931968;0.021817229;0.021817229;225.95
763;20/01/2017;2.67E-05;1.96E-05;2.59E-05;2.10E-05;2.39E-05;2.12E-05;2.58E-05;1.54E-05;0.070281658;0.033320816;0.051855535;0.051855535;226.7
764;23/01/2017;1.64E-05;1.99E-05;1.52E-05;1.88E-05;1.58E-05;1.84E-05;1.53E-05;1.67E-05;0.033166783;0.034398513;0.031494966;0.031494966;226.18
765;24/01/2017;8.84E-06;8.32E-06;8.13E-06;8.84E-06;8.68E-06;9.25E-06;7.82E-06;6.50E-06;0.016082798;0.012646736;0.014498176;0.014498176;227.58
766;25/01/2017;9.68E-06;9.28E-06;9.21E-06;9.18E-06;9.69E-06;1.07E-05;6.34E-06;4.58E-06;0.0201651;0.015037023;0.019567386;0.019567386;229.49
767;26/01/2017;1.08E-05;1.01E-05;1.02E-05;9.87E-06;1.01E-05;9.73E-06;1.07E-05;9.02E-06;0.020667717;0.01926746;0.018839538;0.018839538;229.3
768;27/01/2017;8.35E-06;6.31E-06;8.47E-06;5.91E-06;8.75E-06;6.57E-06;5.97E-06;2.47E-06;0.015939877;0.010706169;0.01638194;0.01638194;228.99
769;30/01/2017;1.79E-05;2.04E-05;1.49E-05;2.09E-05;1.55E-05;2.26E-05;1.92E-05;2.81E-05;0.043178726;0.036726673;0.031585608;0.031585608;227.62
770;31/01/2017;1.78E-05;1.80E-05;1.62E-05;1.60E-05;1.48E-05;1.78E-05;1.85E-05;1.21E-05;0.037192007;0.033489592;0.030071045;0.030071045;227.56
771;01/02/2017;2.27E-05;2.05E-05;2.21E-05;1.67E-05;2.25E-05;1.45E-05;2.25E-05;2.17E-05;0.051387802;0.043158039;0.045562697;0.045562697;227.64
772;02/02/2017;1.42E-05;1.61E-05;1.42E-05;1.21E-05;1.32E-05;1.25E-05;1.60E-05;1.87E-05;0.02828377;0.032246044;0.023864287;0.023864287;227.77
773;03/02/2017;1.09E-05;9.14E-06;1.01E-05;8.94E-06;1.05E-05;7.98E-06;8.56E-06;5.15E-06;0.023698666;0.01673259;0.020893184;0.020893184;229.37
774;06/02/2017;1.07E-05;6.99E-06;1.02E-05;6.33E-06;9.69E-06;6.35E-06;8.79E-06;5.11E-06;0.020454814;0.011665199;0.018412466;0.018412466;228.97
775;07/02/2017;1.02E-05;8.05E-06;9.98E-06;8.34E-06;1.00E-05;8.30E-06;7.98E-06;7.81E-06;0.018050532;0.013399607;0.017042433;0.017042433;228.97
776;08/02/2017;1.12E-05;1.19E-05;1.01E-05;9.73E-06;9.41E-06;9.22E-06;1.03E-05;7.35E-06;0.026213256;0.022983534;0.017533981;0.017533981;229.26
777;09/02/2017;8.19E-06;6.42E-06;6.53E-06;6.28E-06;6.31E-06;6.14E-06;6.62E-06;6.74E-06;0.016952536;0.010929858;0.010825498;0.010825498;230.57
778;10/02/2017;7.28E-06;5.13E-06;7.47E-06;4.53E-06;7.79E-06;4.45E-06;4.39E-06;5.36E-06;0.012882394;0.009285735;0.01413751;0.01413751;231.48
779;13/02/2017;6.12E-06;4.86E-06;5.88E-06;5.42E-06;6.24E-06;5.44E-06;4.89E-06;6.16E-06;0.010712104;0.007035385;0.012331566;0.012331566;232.73
780;14/02/2017;1.11E-05;1.14E-05;1.02E-05;9.11E-06;1.11E-05;7.74E-06;1.22E-05;8.34E-06;0.020296099;0.025139691;0.019839623;0.019839623;233.71
781;15/02/2017;9.18E-06;9.86E-06;9.04E-06;1.03E-05;8.30E-06;1.04E-05;9.12E-06;8.19E-06;0.018253832;0.015406544;0.015018514;0.015018514;234.87
782;16/02/2017;1.82E-05;2.50E-05;1.78E-05;2.83E-05;1.79E-05;2.98E-05;1.89E-05;1.97E-05;0.032241842;0.046861265;0.033706143;0.033706143;234.73
783;17/02/2017;1.05E-05;7.51E-06;1.03E-05;7.97E-06;1.03E-05;7.75E-06;8.72E-06;4.61E-06;0.024663728;0.015180599;0.020956226;0.020956226;235.06
784;21/02/2017;1.02E-05;1.17E-05;9.07E-06;8.82E-06;9.12E-06;6.99E-06;8.20E-06;1.26E-05;0.026250514;0.030314452;0.016492537;0.016492537;236.45
785;22/02/2017;9.20E-06;6.89E-06;8.79E-06;5.07E-06;9.36E-06;5.57E-06;8.28E-06;6.19E-06;0.019033839;0.013461122;0.01939381;0.01939381;236.3
786;23/02/2017;1.19E-05;1.14E-05;1.23E-05;8.39E-06;1.20E-05;9.30E-06;1.17E-05;1.18E-05;0.023657163;0.021665246;0.024721672;0.024721672;236.45
787;24/02/2017;1.19E-05;1.16E-05;1.09E-05;1.00E-05;1.10E-05;9.28E-06;1.04E-05;9.66E-06;0.023728579;0.019985994;0.02107965;0.02107965;236.78
788;27/02/2017;1.19E-05;8.65E-06;1.20E-05;1.00E-05;1.20E-05;9.98E-06;6.91E-06;5.83E-06;0.024923468;0.014734457;0.023900099;0.023900099;237.13
789;28/02/2017;8.49E-06;8.75E-06;7.34E-06;6.91E-06;7.15E-06;6.09E-06;9.12E-06;1.18E-05;0.017342485;0.017426013;0.013173645;0.013173645;236.51
790;01/03/2017;1.08E-05;1.39E-05;1.02E-05;1.28E-05;1.03E-05;1.17E-05;1.22E-05;1.38E-05;0.019591319;0.025994832;0.019100371;0.019100371;239.75
791;02/03/2017;1.24E-05;1.44E-05;1.19E-05;1.24E-05;1.07E-05;1.21E-05;1.42E-05;1.33E-05;0.030027289;0.025640464;0.019037442;0.019037442;238.33
792;03/03/2017;1.46E-05;1.10E-05;1.27E-05;1.12E-05;1.31E-05;1.12E-05;1.58E-05;1.11E-05;0.041810392;0.016629854;0.031458288;0.031458288;238.48
793;06/03/2017;9.96E-06;8.54E-06;1.05E-05;7.80E-06;1.12E-05;8.98E-06;8.18E-06;8.15E-06;0.017164761;0.014277921;0.021244017;0.021244017;237.76
794;07/03/2017;1.13E-05;9.68E-06;1.13E-05;8.81E-06;1.10E-05;7.55E-06;9.06E-06;1.16E-05;0.02173515;0.017303912;0.022481124;0.022481124;237.05
795;08/03/2017;1.40E-05;1.24E-05;1.41E-05;1.13E-05;1.44E-05;1.10E-05;1.63E-05;1.31E-05;0.027304306;0.022354194;0.02812783;0.02812783;236.59
796;09/03/2017;1.63E-05;1.33E-05;1.52E-05;1.29E-05;1.38E-05;1.40E-05;1.21E-05;1.21E-05;0.036814635;0.023430034;0.023575255;0.023575255;236.82
797;10/03/2017;1.59E-05;1.43E-05;1.55E-05;1.56E-05;1.53E-05;1.57E-05;1.69E-05;1.51E-05;0.029378372;0.022407284;0.02845387;0.02845387;237.64
798;13/03/2017;7.74E-06;5.55E-06;7.48E-06;4.95E-06;7.24E-06;5.17E-06;6.04E-06;4.25E-06;0.017302344;0.010172784;0.013003416;0.013003416;237.76
799;14/03/2017;1.35E-05;1.41E-05;1.32E-05;1.14E-05;1.30E-05;9.30E-06;1.48E-05;1.12E-05;0.026125482;0.031971833;0.024085569;0.024085569;236.93
800;15/03/2017;1.98E-05;2.21E-05;1.36E-05;1.63E-05;1.25E-05;1.24E-05;1.88E-05;1.93E-05;0.106840095;0.081803617;0.026529134;0.026529134;238.89
801;16/03/2017;1.39E-05;1.11E-05;1.16E-05;1.15E-05;1.22E-05;9.35E-06;1.21E-05;1.02E-05;0.02835001;0.024151356;0.025990838;0.025990838;238.52
802;17/03/2017;8.08E-06;7.79E-06;7.65E-06;4.87E-06;7.44E-06;4.86E-06;6.78E-06;6.70E-06;0.016133729;0.016880417;0.014977288;0.014977288;237.08
803;20/03/2017;9.94E-06;1.08E-05;8.82E-06;9.55E-06;9.20E-06;9.56E-06;9.63E-06;1.18E-05;0.021595491;0.019980007;0.0185487;0.0185487;236.74
804;21/03/2017;4.77E-05;4.09E-05;4.83E-05;3.55E-05;4.93E-05;3.88E-05;4.17E-05;4.72E-05;0.074134402;0.070960673;0.078170602;0.078170602;233.78
805;22/03/2017;3.30E-05;3.10E-05;3.22E-05;2.76E-05;2.85E-05;2.38E-05;3.67E-05;2.98E-05;0.072306136;0.061563202;0.044829505;0.044829505;234.27
806;23/03/2017;2.95E-05;2.83E-05;2.77E-05;3.05E-05;2.67E-05;2.97E-05;2.79E-05;2.04E-05;0.06338671;0.051394494;0.051988681;0.051988681;234.01
807;24/03/2017;3.40E-05;2.81E-05;2.99E-05;2.38E-05;2.84E-05;2.63E-05;3.12E-05;3.18E-05;0.097027648;0.064054501;0.076018921;0.076018921;233.9
808;27/03/2017;2.73E-05;2.25E-05;2.69E-05;2.06E-05;2.81E-05;2.32E-05;2.70E-05;2.26E-05;0.054793446;0.036154147;0.061534066;0.061534066;233.58
809;28/03/2017;2.31E-05;2.39E-05;1.69E-05;1.50E-05;1.74E-05;1.38E-05;2.47E-05;2.54E-05;0.063914028;0.063583116;0.031478134;0.031478134;235.27
810;29/03/2017;1.43E-05;1.16E-05;1.34E-05;9.74E-06;1.23E-05;7.80E-06;1.39E-05;7.59E-06;0.029619067;0.024405622;0.023019529;0.023019529;235.59
811;30/03/2017;1.31E-05;9.60E-06;1.30E-05;9.62E-06;1.20E-05;9.57E-06;9.91E-06;1.00E-05;0.027512918;0.017200701;0.022126691;0.022126691;236.27
812;31/03/2017;1.20E-05;1.25E-05;1.07E-05;8.48E-06;1.05E-05;9.42E-06;1.17E-05;9.68E-06;0.026327796;0.022968281;0.019007277;0.019007277;235.71
813;03/04/2017;2.48E-05;2.35E-05;2.29E-05;1.84E-05;2.03E-05;1.81E-05;2.59E-05;2.45E-05;0.050246161;0.044559146;0.033940078;0.033940078;235.37
814;04/04/2017;1.58E-05;1.35E-05;1.66E-05;1.29E-05;1.57E-05;1.14E-05;1.28E-05;1.05E-05;0.029861202;0.024439703;0.029614933;0.029614933;235.51
815;05/04/2017;2.78E-05;4.12E-05;2.83E-05;3.64E-05;2.59E-05;4.42E-05;3.47E-05;2.30E-05;0.063698293;0.08422483;0.047864096;0.047864096;234.77
816;06/04/2017;2.55E-05;2.58E-05;2.52E-05;2.50E-05;2.45E-05;1.99E-05;2.65E-05;1.90E-05;0.05523055;0.062247197;0.048240989;0.048240989;235.39
817;07/04/2017;2.38E-05;2.14E-05;2.40E-05;1.78E-05;2.30E-05;1.42E-05;2.12E-05;1.83E-05;0.058452251;0.058676164;0.061903643;0.061903643;235.17
818;10/04/2017;1.93E-05;2.29E-05;1.88E-05;1.99E-05;1.78E-05;1.44E-05;2.33E-05;2.80E-05;0.040324533;0.050306065;0.033732683;0.033732683;235.32
819;11/04/2017;3.80E-05;3.23E-05;3.55E-05;3.26E-05;3.74E-05;2.99E-05;3.44E-05;2.93E-05;0.070611071;0.058684676;0.070893399;0.070893399;235.04
820;12/04/2017;2.90E-05;2.36E-05;2.87E-05;2.26E-05;2.85E-05;1.92E-05;2.13E-05;1.33E-05;0.060862347;0.042630573;0.052766581;0.052766581;234.1
821;13/04/2017;2.31E-05;2.56E-05;2.46E-05;2.46E-05;2.42E-05;2.52E-05;2.19E-05;2.49E-05;0.044596003;0.045849824;0.046932666;0.046932666;232.54
822;17/04/2017;1.19E-05;1.15E-05;1.06E-05;1.25E-05;1.01E-05;1.27E-05;8.93E-06;1.00E-05;0.021192654;0.018450009;0.016022448;0.016022448;234.57
823;18/04/2017;1.73E-05;1.96E-05;1.66E-05;1.87E-05;1.65E-05;1.81E-05;1.96E-05;1.39E-05;0.032242162;0.033707405;0.032801673;0.032801673;233.86
824;19/04/2017;1.66E-05;1.20E-05;1.53E-05;1.26E-05;1.52E-05;1.21E-05;1.49E-05;1.43E-05;0.030536788;0.018633242;0.02773031;0.02773031;233.47
825;20/04/2017;1.45E-05;1.14E-05;1.29E-05;1.08E-05;1.10E-05;1.16E-05;1.32E-05;1.36E-05;0.031604014;0.017499146;0.018949935;0.018949935;235.3
826;21/04/2017;1.59E-05;1.52E-05;1.12E-05;1.43E-05;1.01E-05;1.19E-05;1.49E-05;1.63E-05;0.056951879;0.029413051;0.017500749;0.017500749;234.59
827;24/04/2017;1.22E-05;7.65E-06;1.15E-05;6.85E-06;1.04E-05;7.12E-06;7.80E-06;6.79E-06;0.027745576;0.014434675;0.019342592;0.019342592;237.12
828;25/04/2017;8.25E-06;7.14E-06;6.54E-06;7.13E-06;6.81E-06;6.32E-06;7.89E-06;9.36E-06;0.018332425;0.01402415;0.012866055;0.012866055;238.53
829;26/04/2017;2.18E-05;2.43E-05;2.15E-05;2.53E-05;2.03E-05;2.15E-05;1.98E-05;1.96E-05;0.063138768;0.049388711;0.047458308;0.047458308;238.44
830;27/04/2017;1.12E-05;1.26E-05;1.07E-05;9.58E-06;1.04E-05;7.97E-06;9.69E-06;1.13E-05;0.025351833;0.028184847;0.022725811;0.022725811;238.61
831;28/04/2017;8.39E-06;8.11E-06;7.31E-06;8.35E-06;7.10E-06;7.78E-06;6.97E-06;5.61E-06;0.016166246;0.013227452;0.011981579;0.011981579;238.1
832;01/05/2017;1.01E-05;8.53E-06;8.44E-06;8.25E-06;7.84E-06;7.55E-06;8.90E-06;7.86E-06;0.039836211;0.013534197;0.015298345;0.015298345;238.65
833;02/05/2017;8.10E-06;5.63E-06;6.88E-06;5.69E-06;5.98E-06;6.43E-06;5.31E-06;5.98E-06;0.02178078;0.01050483;0.011898925;0.011898925;238.79
834;03/05/2017;9.57E-06;8.38E-06;9.59E-06;7.45E-06;9.43E-06;6.34E-06;1.03E-05;9.24E-06;0.01935578;0.015638512;0.022798551;0.022798551;238.52
835;04/05/2017;1.56E-05;1.42E-05;1.36E-05;1.42E-05;1.19E-05;1.64E-05;1.48E-05;1.76E-05;0.036202941;0.02356677;0.021079926;0.021079926;238.75
836;05/05/2017;7.95E-06;5.82E-06;6.69E-06;4.75E-06;6.28E-06;4.25E-06;6.98E-06;6.35E-06;0.019762435;0.010664215;0.011020875;0.011020875;239.72
837;08/05/2017;5.57E-06;7.01E-06;5.47E-06;5.81E-06;5.27E-06;5.00E-06;5.76E-06;4.60E-06;0.014867162;0.018881;0.012469955;0.012469955;239.67
838;09/05/2017;7.77E-06;6.58E-06;6.98E-06;6.15E-06;6.92E-06;6.14E-06;7.67E-06;9.56E-06;0.019150554;0.012838719;0.01266249;0.01266249;239.46
839;10/05/2017;6.27E-06;3.99E-06;6.23E-06;3.94E-06;6.11E-06;3.94E-06;4.57E-06;3.20E-06;0.012467021;0.00734921;0.012581041;0.012581041;239.85
840;11/05/2017;1.41E-05;1.11E-05;1.29E-05;1.09E-05;1.24E-05;8.62E-06;1.45E-05;1.61E-05;0.033186707;0.021202976;0.029945928;0.029945928;239.41
841;12/05/2017;7.38E-06;4.76E-06;6.53E-06;4.16E-06;6.32E-06;4.18E-06;5.89E-06;4.01E-06;0.016934285;0.00903194;0.014271918;0.014271918;239.03
842;15/05/2017;4.93E-06;5.11E-06;4.33E-06;3.61E-06;4.47E-06;4.24E-06;5.12E-06;6.94E-06;0.011591718;0.012130879;0.008903926;0.008903926;240.245
843;16/05/2017;7.37E-06;8.34E-06;7.02E-06;8.21E-06;7.02E-06;7.41E-06;8.06E-06;7.49E-06;0.015064784;0.015982025;0.014954683;0.014954683;240.1
844;17/05/2017;3.30E-05;3.47E-05;3.33E-05;3.75E-05;3.46E-05;3.62E-05;3.47E-05;4.17E-05;0.056222907;0.05311414;0.061434185;0.061434185;235.85
845;18/05/2017;4.05E-05;4.41E-05;3.44E-05;3.92E-05;3.62E-05;3.63E-05;4.44E-05;3.55E-05;0.087404224;0.08765577;0.081321853;0.081321853;236.74
846;19/05/2017;1.55E-05;1.34E-05;1.41E-05;1.04E-05;1.27E-05;1.06E-05;1.37E-05;1.25E-05;0.042043168;0.034727168;0.034938847;0.034938847;238.3
847;22/05/2017;7.14E-06;6.51E-06;6.58E-06;6.42E-06;6.15E-06;6.46E-06;6.32E-06;6.21E-06;0.015176862;0.011834778;0.011556267;0.011556267;239.53
848;23/05/2017;7.51E-06;5.46E-06;6.99E-06;4.81E-06;7.28E-06;4.57E-06;4.93E-06;5.68E-06;0.017361633;0.010466055;0.01563876;0.01563876;240.02
849;24/05/2017;6.95E-06;5.15E-06;6.64E-06;5.81E-06;6.76E-06;6.30E-06;6.07E-06;5.20E-06;0.013391892;0.009876916;0.013913429;0.013913429;240.59
850;25/05/2017;9.35E-06;9.08E-06;7.60E-06;8.38E-06;6.98E-06;7.40E-06;1.02E-05;9.02E-06;0.024413427;0.016851241;0.013371542;0.013371542;241.71
851;26/05/2017;5.16E-06;3.72E-06;4.83E-06;4.13E-06;5.39E-06;4.25E-06;3.07E-06;3.17E-06;0.01123162;0.006102609;0.01349267;0.01349267;241.74
852;30/05/2017;6.31E-06;4.39E-06;4.77E-06;4.04E-06;4.37E-06;3.50E-06;4.25E-06;4.24E-06;0.019829313;0.009900024;0.008011369;0.008011369;241.52
853;31/05/2017;1.53E-05;1.47E-05;1.22E-05;1.39E-05;1.14E-05;1.41E-05;1.48E-05;1.79E-05;0.037416295;0.028368066;0.023321857;0.023321857;241.42
854;01/06/2017;8.58E-06;8.29E-06;7.60E-06;7.27E-06;7.24E-06;6.89E-06;6.88E-06;7.19E-06;0.017799071;0.016711074;0.01281294;0.01281294;243.32
855;02/06/2017;9.45E-06;7.50E-06;9.39E-06;5.97E-06;9.51E-06;6.50E-06;7.13E-06;6.54E-06;0.021717452;0.01342822;0.022874211;0.022874211;244.13
856;05/06/2017;5.22E-06;3.80E-06;5.20E-06;3.63E-06;5.13E-06;3.37E-06;3.55E-06;4.83E-06;0.010298624;0.006651157;0.010420393;0.010420393;243.965
857;06/06/2017;8.23E-06;7.09E-06;6.65E-06;6.30E-06;6.16E-06;5.34E-06;7.68E-06;7.97E-06;0.018918644;0.014505441;0.01280328;0.01280328;243.25
858;07/06/2017;1.13E-05;8.69E-06;1.05E-05;7.45E-06;9.35E-06;6.99E-06;9.77E-06;9.51E-06;0.025494845;0.016008764;0.017471029;0.017471029;243.65
859;08/06/2017;1.61E-05;1.22E-05;1.52E-05;1.33E-05;1.37E-05;1.25E-05;1.35E-05;1.22E-05;0.033294483;0.019453772;0.026497136;0.026497136;243.76
860;09/06/2017;3.13E-05;3.47E-05;3.05E-05;3.67E-05;2.91E-05;3.67E-05;3.50E-05;3.99E-05;0.082853957;0.078759752;0.056931783;0.056931783;243.45
861;12/06/2017;1.80E-05;1.83E-05;1.71E-05;1.76E-05;1.70E-05;1.80E-05;2.02E-05;1.93E-05;0.032834639;0.027933058;0.031831985;0.031831985;243.34
862;13/06/2017;9.74E-06;7.89E-06;8.39E-06;6.73E-06;8.71E-06;6.04E-06;7.89E-06;7.17E-06;0.023498007;0.01419649;0.016815475;0.016815475;244.52
863;14/06/2017;2.26E-05;1.96E-05;2.09E-05;1.81E-05;2.06E-05;1.97E-05;2.10E-05;2.25E-05;0.048196195;0.044399978;0.041862119;0.041862119;244.26
864;15/06/2017;1.72E-05;1.84E-05;1.65E-05;1.61E-05;1.62E-05;1.74E-05;1.79E-05;1.78E-05;0.032089286;0.033486103;0.029153127;0.029153127;243.79
865;16/06/2017;1.37E-05;1.42E-05;1.19E-05;1.35E-05;1.15E-05;1.37E-05;1.40E-05;1.32E-05;0.048383864;0.030103473;0.030469279;0.030469279;242.63
866;19/06/2017;6.34E-06;6.54E-06;6.11E-06;3.76E-06;6.00E-06;2.70E-06;6.83E-06;5.80E-06;0.014589452;0.020532991;0.01359144;0.01359144;244.64
867;20/06/2017;1.00E-05;9.23E-06;9.34E-06;9.10E-06;9.24E-06;1.02E-05;9.82E-06;8.02E-06;0.018085464;0.014263341;0.016465869;0.016465869;243.04
868;21/06/2017;1.23E-05;1.34E-05;1.08E-05;1.16E-05;1.05E-05;1.16E-05;1.24E-05;1.31E-05;0.023421569;0.023826659;0.019793039;0.019793039;242.95
869;22/06/2017;9.17E-06;7.78E-06;8.25E-06;7.68E-06;7.98E-06;7.97E-06;7.90E-06;8.94E-06;0.018996805;0.014067443;0.015778016;0.015778016;242.83
870;23/06/2017;7.21E-06;8.64E-06;6.09E-06;7.87E-06;6.35E-06;7.54E-06;7.36E-06;7.17E-06;0.014877915;0.017363578;0.012671002;0.012671002;243.16
871;26/06/2017;1.31E-05;1.27E-05;1.23E-05;1.19E-05;1.12E-05;9.63E-06;1.48E-05;1.56E-05;0.028408699;0.027742679;0.020643494;0.020643494;243.27
872;27/06/2017;1.88E-05;2.16E-05;1.91E-05;1.80E-05;1.86E-05;1.55E-05;2.16E-05;2.18E-05;0.042481706;0.047145195;0.040843208;0.040843208;241.36
873;28/06/2017;1.04E-05;1.57E-05;9.51E-06;1.71E-05;9.23E-06;1.61E-05;1.03E-05;4.08E-06;0.023117225;0.032439383;0.019470011;0.019470011;243.46
874;29/06/2017;4.91E-05;4.82E-05;4.95E-05;4.26E-05;4.93E-05;4.57E-05;4.82E-05;3.52E-05;0.082022371;0.094147145;0.098523897;0.098523897;241.39
875;30/06/2017;1.50E-05;2.05E-05;1.35E-05;1.79E-05;1.33E-05;1.68E-05;1.45E-05;2.13E-05;0.036295884;0.057066232;0.025146232;0.025146232;241.77
876;05/07/2017;1.43E-05;1.23E-05;1.51E-05;1.15E-05;1.49E-05;1.12E-05;1.40E-05;9.73E-06;0.027451664;0.025415683;0.031987956;0.031987956;242.77
877;06/07/2017;2.04E-05;2.08E-05;1.93E-05;1.67E-05;1.94E-05;1.62E-05;1.90E-05;1.93E-05;0.040007819;0.036500544;0.034520846;0.034520846;240.58
878;07/07/2017;1.01E-05;8.16E-06;1.02E-05;8.14E-06;1.01E-05;8.31E-06;8.90E-06;7.04E-06;0.021660812;0.015982429;0.021829064;0.021829064;242.1
879;10/07/2017;7.50E-06;6.92E-06;7.47E-06;5.07E-06;7.87E-06;5.35E-06;6.92E-06;7.28E-06;0.016901994;0.017544548;0.019631625;0.019631625;242.36
880;11/07/2017;1.54E-05;2.03E-05;1.49E-05;1.45E-05;1.52E-05;1.33E-05;1.98E-05;2.35E-05;0.043869366;0.056895497;0.046489435;0.046489435;242.16
881;12/07/2017;1.07E-05;8.44E-06;8.62E-06;7.37E-06;9.26E-06;6.21E-06;8.26E-06;6.16E-06;0.026161927;0.022090729;0.02107881;0.02107881;243.98
